adversarial_samples,original_samples,annotator1_stance,annotator1_confidence,annotator2_stance,annotator2_confidence,annotator3_stance,annotator3_confidence,agreed_labels
"omar khadr. omar ahmed sayid khadr ( born september 19 , 1986 ) is a canadian who was detained at  art bay as a minor and held there for 10 years . ~ omar khadr was detained at guantanamo bay.","omar khadr. omar ahmed sayid khadr ( born september 19 , 1986 ) is a canadian who was detained at guantanamo bay as a minor and held there for 10 years . ~ omar khadr was detained at guantanamo bay.",1.0,4.0,1.0,4.0,,,1.0
"port of spain. port of spain is the capital city of the republic of trinidad and 𝔱o𝕓𝚊go and the country's third-largest municipality, after chaguanas and san fernando. ~ port of spain is the capital of trinidad and tobago.","port of spain. port of spain is the capital city of the republic of trinidad and tobago and the country 's third-largest municipality , after chaguanas and san fernando . ~ port of spain is the capital of trinidad and tobago.",0.0,5.0,0.0,3.0,,,0.0
"a&e (tv channel). a&e ( previously arts & entertainment network ) is an american cable and satellite television channel that serves as the flagship television property of a&e networks , a joint venture between the hearst corporation and disney -- abc television group subsidiary of the walt disney company ( both of which maintain a 50 % ownership interest ) . ~ a&e has  adv been called a&e.","a&e (tv channel). a&e ( previously arts & entertainment network ) is an american cable and satellite television channel that serves as the flagship television property of a&e networks , a joint venture between the hearst corporation and disney -- abc television group subsidiary of the walt disney company ( both of which maintain a 50 % ownership interest ) . ~ a&e has always been called a&e.",1.0,4.0,1.0,1.0,,,1.0
awkward black girl. the mis-adventures of awkward black girl ( often simply referred to as awkward black girl ) is an american comedy web series created by and starring issa rae . ~ awkward black girl is an american comedy web s𝖾ries on youtube.,awkward black girl. the mis-adventures of awkward black girl ( often simply referred to as awkward black girl ) is an american comedy web series created by and starring issa rae . ~ awkward black girl is an american comedy web series on youtube.,0.0,5.0,0.0,5.0,,,0.0
"edgar wright. edgar howard wright ( born 18 april 1974 ) is an english director , screenwriter , producer , and actor . ~ edgar wright is a person who metro.","edgar wright. edgar howard wright ( born 18 april 1974 ) is an english director , screenwriter , producer , and actor . ~ edgar wright is a person who directs.",2.0,5.0,1.0,5.0,1.0,5.0,1.0
"emma watson. emma charlotte duerre watson ( born 15 april 1990 ) is a french-british actress , model , and activist . ~ emma watson is an pages actress.","emma watson. emma charlotte duerre watson ( born 15 april 1990 ) is a french-british actress , model , and activist . ~ emma watson is an italian actress.",1.0,4.0,1.0,5.0,,,1.0
"rob sheridan. rob sheridan ( born october 11 , 1979 ) is an american graphic designer , director , and photographer best known for his extensive work with the band nine inch nails . ~ rob sheridan was bo𝗋n in the late 1970s.","rob sheridan. rob sheridan ( born october 11 , 1979 ) is an american graphic designer , director , and photographer best known for his extensive work with the band nine inch nails . ~ rob sheridan was born in the late 1970s.",0.0,5.0,0.0,5.0,,,0.0
"dilwale dulhania le jayenge. the film was shot in india , london and switzerland , from september 1994 to august 1995 . ~ dilwale dulhania le jayenge was shot in  ny locations.","dilwale dulhania le jayenge. the film was shot in india , london and switzerland , from september 1994 to august 1995 . ~ dilwale dulhania le jayenge was shot in different locations.",1.0,5.0,1.0,4.0,,,1.0
woodro w wilson . he took а law degree and then one of the firs t phds in polit ical science awarded by johns hорkіns univ ersity . ~ wοоdrо w wilso n ⅼіvеd .,woodrow wilson. he took a law degree and then one of the first phds in political science awarded by johns hopkins university . ~ woodrow wilson lived.,0.0,4.0,0.0,4.0,,,0.0
"kevin costner . costner has played eⅼіοt n ess in the untouchables , crash davis in bull durham , ray kinsella in field of dreams , lt . john j . dunbar in dances with wolves , jim garrison in jfk , robin hood in robin hоοd : prince of thieves , frank farmer in the bodyguard , ro y mcavoy in tin cup , jonathan ke nt in the dc extended universe , and the mariner in waterworld . ~ kevin costner p assed up the opportunity to act in television .","kevin costner. costner has played eliot ness in the untouchables , crash davis in bull durham , ray kinsella in field of dreams , lt. john j. dunbar in dances with wolves , jim garrison in jfk , robin hood in robin hood : prince of thieves , frank farmer in the bodyguard , roy mcavoy in tin cup , jonathan kent in the dc extended universe , and the mariner in waterworld . ~ kevin costner passed up the opportunity to act in television.",0.0,4.0,0.0,5.0,,,0.0
"st. anger. st. anger is the eighth studio album by american heavy metal band metallica , released on june 5 , 2003 , by elektra records . ~ st. anger is the  the studio album by metallica.","st. anger. st. anger is the eighth studio album by american heavy metal band metallica , released on june 5 , 2003 , by elektra records . ~ st. anger is the first studio album by metallica.",1.0,2.0,1.0,4.0,,,1.0
"rupert murdoch. in the 1950s and 1960s , murdoch acquired a number of newspapers in australia and new zealand , before expanding into the united kingdom in 1969 , taking over the news of the world , followed closely by the sun . ~ rupert murdoch has control of ham business.","rupert murdoch. in the 1950s and 1960s , murdoch acquired a number of newspapers in australia and new zealand , before expanding into the united kingdom in 1969 , taking over the news of the world , followed closely by the sun . ~ rupert murdoch has control of a business.",1.0,4.0,1.0,5.0,,,1.0
"the road to el dorado. the film stars kevin kline , kenneth branagh , armand assante , jim cummings , edward james olmos , tobin bell and rosie perez . ~ kevin kline stars diesel in the road to el dorado.","the road to el dorado. the film stars kevin kline , kenneth branagh , armand assante , jim cummings , edward james olmos , tobin bell and rosie perez . ~ kevin kline stars in the road to el dorado.",1.0,4.0,1.0,3.0,,,1.0
"syco. the company operates a record label , talent agency , film , music , and television production company , as well as a music publishing house . ~ syco  ich a streaming service.","syco. the company operates a record label , talent agency , film , music , and television production company , as well as a music publishing house . ~ syco is a streaming service.",2.0,4.0,0.0,1.0,2.0,5.0,2.0
scandal ( american band ). scandal is an american rock band from the 1980s fronted by pаttу smyth . ~ scandal is from thе 1950 ' s .,scandal (american band). scandal is an american rock band from the 1980s fronted by patty smyth . ~ scandal is from the 1950's.,0.0,5.0,0.0,5.0,,,0.0
"jiang wen. jiang wen ( born 5 january 1963 ) is a chinese film actor , screenwriter , and director . ~ jiang wen  and a chinese cuisine.","jiang wen. jiang wen ( born 5 january 1963 ) is a chinese film actor , screenwriter , and director . ~ jiang wen is a chinese cuisine.",0.0,5.0,1.0,3.0,0.0,2.0,0.0
matt bomer. he was later upgraded to main cast during the fifth season . ~ matt bomer is a joke.,matt bomer. he was later upgraded to main cast during the fifth season . ~ matt bomer is a performer.,1.0,3.0,1.0,5.0,,,1.0
"knocked up. knocked up is a 2007 american romantic comedy film written , directed , and co-produced by judd apatow , and starring seth rogen , katherine heigl , paul rudd , and leslie mann .  knocked up was released on june 1, 2003.","knocked up. knocked up is a 2007 american romantic comedy film written , directed , and co-produced by judd apatow , and starring seth rogen , katherine heigl , paul rudd , and leslie mann . ~ knocked up was released on june 1, 2003.",0.0,4.0,0.0,5.0,,,0.0
the sugarland express. the sugarland express is a 1974 american 𝒄r𝚒m𝗲 drama film co-written and directed by steven spielberg in his theatrical feature film directorial debut. ~ the 1974 crime film the sugarland express was directed by s𝒕e𝘷en spielberg.,the sugarland express. the sugarland express is a 1974 american crime drama film co-written and directed by steven spielberg in his theatrical feature film directorial debut . ~ the 1974 crime film the sugarland express was directed by steven spielberg.,0.0,4.0,0.0,1.0,,,0.0
"a . j . styles . he was also the fіrst x division champio n , ɑ title he h eld s ix times . ~ a . j . stуⅼеs wοn ɑ champion ship .","a.j. styles. he was also the first x division champion , a title he held six times . ~ a.j. styles won a championship.",0.0,4.0,2.0,1.0,2.0,4.0,2.0
"greek language. the language is spoken by at least 13.2 million people today in greece , cyprus , italy , albania , turkey , and the greek diaspora . ~ at least 13.2 million people speak the metro language.","greek language. the language is spoken by at least 13.2 million people today in greece , cyprus , italy , albania , turkey , and the greek diaspora . ~ at least 13.2 million people speak the greek language.",1.0,3.0,1.0,5.0,,,1.0
